Commune,UrbanLevel
Horsell West,1
Kingfield and Westfield,1
Knaphill,1
Maybury and Sheerwater,1
Mount Hermon East,1
Mount Hermon West,1
Old Woking,1
Pyrford,1
St John's and Hook Heath,1
West Byfleet,1
Beacon,1
Drakes Cross and Walkers Heath,1
Hollywood and Majors Green,1
Waseley,1
Wythall South,1
Chester-le-Street North and East,1
Chester-le-Street South,1
Chester-le-Street West Central,1
Ouston and Urpeth,1
Pelton,1
Cramlington East,1
Cramlington Eastfield,1
Cramlington North,1
Cramlington South East,1
Cramlington Village,1
Cramlington West,1
Almondbury,1
Colne Valley,1
Crosland Moor and Netherton,1
Handforth,1
Poynton East and Pott Shrigley,1
Poynton West and Adlington,1
Wilmslow Dean Row,1
Wilmslow East,1
Wilmslow Lacey Green,1
Wilmslow West and Chorley,1
Central,1
Cudworth,1
Darfield,1
Darton East,1
Darton West,1
Dearne North,1
Dearne South,1
Dodworth,1
Hoyland Milton,1
Kingstone,1
Monk Bretton,1
Old Town,1
Rockingham,1
Royston,1
St Helens,1
Stairfoot,1
Wombwell,1
Worsbrough,1
Adwick,1
Armthorpe,1
Balby,1
Bentley,1
Bessacarr and Cantley,1
Central,1
Conisbrough and Denaby,1
"Edenthorpe, Kirk Sandall and Barnby Dun",1
Edlington and Warmsworth,1
Great North Road,1
Mexborough,1
Rossington,1
Sprotbrough,1
Town Moor,1
Wheatley,1
Boston Castle,1
Brinsworth and Catcliffe,1
Holderness,1
Hoober,1
Keppel,1
Rawmarsh,1
Rotherham East,1
Rotherham West,1
Silverwood,1
Sitwell,1
Swinton,1
Valley,1
Wath,1
Wickersley,1
Wingfield,1
Arbourthorne,1
Beauchief and Greenhill,1
Beighton,1
Birley,1
Broomhill,1
Burngreave,1
Central,1
Crookes,1
Darnall,1
Dore and Totley,1
East Ecclesfield,1
Ecclesall,1
Firth Park,1
Fulwood,1
Gleadless Valley,1
Graves Park,1
Hillsborough,1
Manor Castle,1
Mosborough,1
Nether Edge,1
Richmond,1
Shiregreen and Brightside,1
Southey,1
Stannington,1
Walkley,1
West Ecclesfield,1
Woodhouse,1
Arboretum,1
Aspley,1
Basford,1
Berridge,1
Bestwood,1
Bilborough,1
Bridge,1
Bulwell,1
Bulwell Forest,1
Clifton North,1
Clifton South,1
Dales,1
Dunkirk and Lenton,1
Leen Valley,1
Mapperley,1
Radford and Park,1
St Ann's,1
Sherwood,1
Wollaton East and Lenton Abbey,1
Wollaton West,1
Alfreton,1
Codnor and Waingroves,1
Heanor and Loscoe,1
Heanor West,1
Ironville and Riddings,1
Langley Mill and Aldercar,1
Ripley,1
Ripley and Marehay,1
Somercotes,1
Swanwick,1
Pinxton,1
South Normanton East,1
South Normanton West,1
Abbotsford,1
Breaston,1
Cotmanhay,1
Derby Road East,1
Derby Road West,1
Hallam Fields,1
Ilkeston Central,1
Ilkeston North,1
Kirk Hallam,1
Little Hallam,1
Long Eaton Central,1
Nottingham Road,1
Old Park,1
Sandiacre North,1
Sandiacre South,1
Sawley,1
Wilsthorpe,1
Coal Aston,1
Dronfield North,1
Dronfield South,1
Dronfield Woodhouse,1
Eckington North,1
Eckington South,1
Gosforth Valley,1
Killamarsh East,1
Killamarsh West,1
Hucknall Central,1
Hucknall East,1
Hucknall North,1
Hucknall West,1
Attenborough,1
Awsworth,1
Beeston Central,1
Beeston North,1
Beeston Rylands,1
Beeston West,1
Bramcote,1
Chilwell East,1
Chilwell West,1
Cossall and Kimberley,1
Eastwood North and Greasley (Beauvale),1
Eastwood South,1
Greasley (Giltbrook and Newthorpe),1
Nuthall East and Strelley,1
Nuthall West and Greasley (Watnall),1
Stapleford North,1
Stapleford South East,1
Stapleford South West,1
Toton and Chilwell Meadows,1
Trowell,1
Bestwood Village,1
Bonington,1
Carlton,1
Carlton Hill,1
Daybrook,1
Gedling,1
Killisick,1
Kingswell,1
Mapperley Plains,1
Netherfield and Colwick,1
Phoenix,1
Porchester,1
St James,1
St Marys,1
Valley,1
Woodthorpe,1
Abbey,1
Compton Acres,1
Edwalton Village,1
Gamston,1
Lady Bay,1
Lutterell,1
Melton,1
Musters,1
Ruddington,1
Trent Bridge,1
Heanor East,1
"Shipley Park, Horsley and Horsley Woodhouse",1
Biggin Hill,1
Darwin,1
Horwich and Blackrod,1
Horwich North East,1
Saddleworth North,1
Rainford,1
Ainsdale,1
Birkdale,1
Cambridge,1
Duke's,1
Harington,1
Kew,1
Meols,1
Norwood,1
Ravenmeols,1
Penistone West,1
Hatfield,1
Stainforth and Moorends,1
Thorne,1
Hellaby,1
Maltby,1
Stocksbridge and Upper Don,1
Whitburn and Marsden,1
Bablake,1
Binley and Willenhall,1
Cheylesmore,1
Earlsdon,1
Foleshill,1
Henley,1
Holbrook,1
Longford,1
Lower Stoke,1
Radford,1
St Michael's,1
Sherbourne,1
Upper Stoke,1
Wainbody,1
Westwood,1
Whoberley,1
Woodlands,1
Wyken,1
Ilkley,1
Keighley Central,1
Keighley East,1
Keighley West,1
Worth Valley,1
Todmorden,1
Garforth and Swillington,1
Kippax and Methley,1
Wetherby,1
Airedale and Ferry Fryston,1
Altofts and Whitwood,1
Castleford Central and Glasshoughton,1
Featherstone,1
Knottingley,1
Normanton,1
Pontefract North,1
Pontefract South,1
South Elmsall and South Kirkby,1
Brus,1
Burn Valley,1
Dyke House,1
Fens,1
Foggy Furze,1
Grange,1
Greatham,1
Hart,1
Owton,1
Park,1
Rift House,1
Rossmere,1
St Hilda,1
Seaton,1
Stranton,1
Throston,1
Acklam,1
Ayresome,1
Beckfield,1
Beechwood,1
Brookfield,1
Clairville,1
Coulby Newham,1
Gresham,1
Hemlington,1
Kader,1
Ladgate,1
Linthorpe,1
North Ormesby and Brambles Farm,1
Marton,1
Marton West,1
Middlehaven,1
Nunthorpe,1
Pallister,1
Park,1
Park End,1
Stainton and Thornton,1
Thorntree,1
University,1
Coatham,1
Dormanstown,1
Eston,1
Grangetown,1
Guisborough,1
Hutton,1
Kirkleatham,1
Newcomen,1
Normanby,1
Ormesby,1
South Bank,1
Teesville,1
West Dyke,1
Westworth,1
Zetland,1
Billingham Central,1
Billingham East,1
Billingham North,1
Billingham South,1
Billingham West,1
Bishopsgarth and Elm Tree,1
Eaglescliffe,1
Fairfield,1
Grangefield,1
Hardwick,1
Hartburn,1
Ingleby Barwick East,1
Ingleby Barwick West,1
Mandale and Victoria,1
Newtown,1
Norton North,1
Norton South,1
Norton West,1
Parkfield and Oxbridge,1
Roseworth,1
Stainsby Hill,1
Stockton Town Centre,1
Village,1
Yarm,1
Bank Top,1
Central,1
Cockerton East,1
Cockerton West,1
College,1
Eastbourne,1
Faverdale,1
Harrowgate Hill,1
Haughton East,1
Haughton North,1
Haughton West,1
Hummersknott,1
Lascelles,1
Lingfield,1
Mowden,1
North Road,1
Northgate,1
Park East,1
Park West,1
Pierremont,1
Appleton,1
Beechwood,1
Birchfield,1
Broadheath,1
Halton Castle,1
Daresbury,1
Ditton,1
Farnworth,1
Grange,1
Halton Brook,1
Halton Lea,1
Halton View,1
Heath,1
Hough Green,1
Kingsway,1
Mersey,1
Norton North,1
Norton South,1
Riverside,1
Windmill Hill,1
Appleton,1
Bewsey and Whitecross,1
Birchwood,1
Fairfield and Howley,1
Grappenhall and Thelwall,1
Great Sankey North,1
Great Sankey South,1
"Hatton, Stretton and Walton",1
Latchford East,1
Latchford West,1
Lymm,1
Orford,1
Penketh and Cuerdley,1
Poplars and Hulme,1
Poulton North,1
Poulton South,1
Rixton and Woolston,1
Stockton Heath,1
Westbrook,1
Whittle Hall,1
Audley,1
Bastwell,1
Beardwood with Lammack,1
Corporation Park,1
Earcroft,1
Ewood,1
Fernhurst,1
Higher Croft,1
Little Harwood,1
Livesey with Pleasington,1
Marsh House,1
Meadowhead,1
Mill Hill,1
Queen's Park,1
Roe Lee,1
Shadsworth with Whitebirk,1
Shear Brow,1
Sudell,1
Sunnyhurst,1
Wensley Fold,1
Whitehall,1
Anchorsholme,1
Bispham,1
Bloomfield,1
Brunswick,1
Claremont,1
Clifton,1
Greenlands,1
Hawes Side,1
Highfield,1
Ingthorpe,1
Layton,1
Marton,1
Norbreck,1
Park,1
Squires Gate,1
Stanley,1
Talbot,1
Tyldesley,1
Victoria,1
Warbreck,1
Waterloo,1
Avenue,1
Beverley,1
Boothferry,1
Bransholme East,1
Bransholme West,1
Bricknell,1
Derringham,1
Drypool,1
Holderness,1
Ings,1
Kings Park,1
Longhill,1
Marfleet,1
Myton,1
Newington,1
Newland,1
Orchard Park and Greenwood,1
Pickering,1
St Andrew's,1
Southcoates East,1
Southcoates West,1
Sutton,1
University,1
Bridlington Central and Old Town,1
Bridlington North,1
Bridlington South,1
Cottingham North,1
Cottingham South,1
Dale,1
Driffield and Rural,1
Goole North,1
Goole South,1
Hessle,1
Minster and Woodmansey,1
St Mary's,1
South Hunsley,1
South West Holderness,1
Tranby,1
Willerby and Kirk Ella,1
Croft Baker,1
East Marsh,1
Freshney,1
Haverstoe,1
Heneage,1
Immingham,1
Park,1
Scartho,1
Sidney Sussex,1
South,1
Waltham,1
West Marsh,1
Yarborough,1
Ashby,1
Barton,1
Bottesford,1
Brumby,1
Burringham and Gunness,1
Crosby and Park,1
Frodingham,1
Kingsway with Lincoln Gardens,1
Town,1
Acomb,1
Clifton,1
Dringhouses and Woodthorpe,1
Fishergate,1
Fulford,1
Guildhall,1
Haxby and Wigginton,1
Heslington,1
Heworth,1
Heworth Without,1
Holgate,1
Hull Road,1
Huntington and New Earswick,1
Micklegate,1
Osbaldwick,1
"Skelton, Rawcliffe and Clifton Without",1
Westfield,1
Abbey,1
Allestree,1
Alvaston,1
Arboretum,1
Blagreaves,1
Boulton,1
Chaddesden,1
Chellaston,1
Darley,1
Derwent,1
Littleover,1
Mackworth,1
Mickleover,1
Normanton,1
Oakwood,1
Sinfin,1
Spondon,1
Abbey,1
Aylestone,1
Beaumont Leys,1
Belgrave,1
Braunstone Park and Rowley Fields,1
Castle,1
Charnwood,1
Coleman,1
Evington,1
Eyres Monsell,1
Fosse,1
Freemen,1
Humberstone and Hamilton,1
Knighton,1
Latimer,1
New Parks,1
Rushey Mead,1
Spinney Hills,1
Stoneygate,1
Thurncourt,1
Westcotes,1
Western Park,1
Oakham North East,1
Oakham North West,1
Oakham South East,1
Oakham South West,1
Aylestone,1
Belmont,1
Central,1
Leominster North,1
Leominster South,1
Ross-on-Wye East,1
Ross-on-Wye West,1
St Martins and Hinton,1
St Nicholas,1
Three Elms,1
Tupsley,1
Apley Castle,1
Arleston,1
Brookside,1
Church Aston and Lilleshall,1
College,1
Cuckoo Oak,1
Dawley Magna,1
Donnington,1
Dothill,1
Ercall,1
Hadley and Leegomery,1
Haygate,1
Horsehay and Lightmoor,1
Ironbridge Gorge,1
Ketley and Oakengates,1
Lawley and Overdale,1
Madeley,1
Malinslee,1
Muxton,1
Newport East,1
Newport North,1
Newport South,1
Newport West,1
Park,1
Priorslee,1
St Georges,1
Shawbirch,1
The Nedge,1
Woodside,1
Wrockwardine,1
Wrockwardine Wood and Trench,1
Abbey,1
Bathavon North,1
Bathwick,1
Combe Down,1
Keynsham East,1
Keynsham North,1
Keynsham South,1
Kingsmead,1
Lambridge,1
Lansdown,1
Lyncombe,1
Midsomer Norton North,1
Midsomer Norton Redfield,1
Newbridge,1
Odd Down,1
Oldfield,1
Paulton,1
Publow and Whitchurch,1
Radstock,1
Southdown,1
Twerton,1
Walcot,1
Westfield,1
Westmoreland,1
Weston,1
Widcombe,1
Ashley,1
Avonmouth,1
Bedminster,1
Bishopston,1
Bishopsworth,1
Brislington East,1
Brislington West,1
Cabot,1
Clifton,1
Clifton East,1
Cotham,1
Easton,1
Eastville,1
Filwood,1
Frome Vale,1
Hartcliffe,1
Henbury,1
Hengrove,1
Henleaze,1
Hillfields,1
Horfield,1
Kingsweston,1
Knowle,1
Lawrence Hill,1
Lockleaze,1
Redland,1
St George East,1
St George West,1
Southmead,1
Southville,1
Stockwood,1
Stoke Bishop,1
Westbury-on-Trym,1
Whitchurch Park,1
Windmill Hill,1
Clevedon Central,1
Clevedon East,1
Clevedon North,1
Clevedon South,1
Clevedon Walton,1
Clevedon West,1
Clevedon Yeo,1
Congresbury,1
Easton-in-Gordano,1
Nailsea East,1
Nailsea North and West,1
Pill,1
Portishead Central,1
Portishead Coast,1
Portishead East,1
Portishead Redcliffe Bay,1
Portishead South and North Weston,1
Portishead West,1
Weston-super-Mare Central,1
Weston-super-Mare Milton and Old Worle,1
Weston-super-Mare South,1
Weston-super-Mare South Worle,1
Weston-super-Mare West,1
Yatton,1
Almondsbury,1
Bitton,1
Bradley Stoke Central and Stoke Lodge,1
Bradley Stoke North,1
Bradley Stoke South,1
Chipping Sodbury,1
Dodington,1
Downend,1
Emersons Green,1
Filton,1
Frampton Cotterell,1
Frenchay and Stoke Park,1
Hanham,1
Kings Chase,1
Longwell Green,1
Oldland Common,1
Parkwall,1
Patchway,1
Rodway,1
Siston,1
Staple Hill,1
Stoke Gifford,1
Thornbury North,1
Thornbury South and Alveston,1
Westerleigh,1
Winterbourne,1
Woodstock,1
Yate Central,1
Yate North,1
Budshead,1
Compton,1
Devonport,1
Drake,1
Efford and Lipson,1
Eggbuckland,1
Ham,1
Honicknowle,1
Moor View,1
Peverell,1
Plympton Chaddlewood,1
Plympton Erle,1
Plympton St Mary,1
Plymstock Dunstone,1
Plymstock Radford,1
St Budeaux,1
St Peter and the Waterfront,1
Southway,1
Stoke,1
Sutton and Mount Gould,1
Berry Head-with-Furzeham,1
Blatchcombe,1
Churston-with-Galmpton,1
Clifton-with-Maidenway,1
Cockington-with-Chelston,1
Ellacombe,1
Goodrington-with-Roselands,1
Preston,1
Roundham-with-Hyde,1
St Marychurch,1
St Mary's-with-Summercombe,1
Shiphay-with-the-Willows,1
Tormohun,1
Watcombe,1
Wellswood,1
Boscombe East,1
Boscombe West,1
Central,1
East Cliff and Springbourne,1
East Southbourne and Tuckton,1
Kinson North,1
Kinson South,1
Littledown and Iford,1
Moordown,1
Queen's Park,1
Redhill and Northbourne,1
Strouden Park,1
Talbot and Branksome Woods,1
Throop and Muscliff,1
Wallisdown and Winton West,1
West Southbourne,1
Westbourne and West Cliff,1
Winton East,1
Alderney,1
Branksome East,1
Branksome West,1
Broadstone,1
Canford Cliffs,1
Canford Heath East,1
Canford Heath West,1
Creekmoor,1
Hamworthy East,1
Hamworthy West,1
Merley and Bearwood,1
Newtown,1
Oakdale,1
Parkstone,1
Penn Hill,1
Poole Town,1
Abbey Meads,1
Blunsdon,1
Central,1
Covingham and Nythe,1
Dorcan,1
Eastcott,1
Freshbrook and Grange Park,1
Gorse Hill and Pinehurst,1
Haydon Wick,1
Moredon,1
Old Town and Lawn,1
Parks,1
Penhill,1
St Margaret,1
St Philip,1
Shaw and Nine Elms,1
Toothill and Westlea,1
Walcot,1
Western,1
Bretton North,1
Bretton South,1
Central,1
Dogsthorpe,1
East,1
Fletton and Woodston,1
North,1
Orton Longueville,1
Orton Waterville,1
Orton with Hampton,1
Park,1
Paston,1
Ravensthorpe,1
Stanground Central,1
Stanground East,1
Walton,1
Werrington North,1
Werrington South,1
West,1
Barnfield,1
Biscot,1
Bramingham,1
Challney,1
Crawley,1
Dallow,1
Farley,1
High Town,1
Icknield,1
Leagrave,1
Lewsey,1
Limbury,1
Northwell,1
Round Green,1
Saints,1
South,1
Stopsley,1
Sundon Park,1
Wigmore,1
Belfairs,1
Blenheim Park,1
Chalkwell,1
Eastwood Park,1
Kursaal,1
Leigh,1
Milton,1
Prittlewell,1
St Laurence,1
St. Luke's,1
Shoeburyness,1
Southchurch,1
Thorpe,1
Victoria,1
Westborough,1
West Leigh,1
West Shoebury,1
Corringham and Fobbing,1
Stanford East and Corringham Town,1
Stanford-le-Hope West,1
The Homesteads,1
Chatham Central,1
Gillingham North,1
Gillingham South,1
Hempstead and Wigmore,1
Lordswood and Capstone,1
Luton and Wayfield,1
Princes Park,1
Rainham Central,1
Rainham North,1
Rainham South,1
River,1
Rochester East,1
Rochester South and Horsted,1
Rochester West,1
Strood North,1
Strood South,1
Twydall,1
Walderslade,1
Watling,1
Ascot,1
Binfield with Warfield,1
Bullbrook,1
Central Sandhurst,1
College Town,1
Crown Wood,1
Crowthorne,1
Great Hollands North,1
Great Hollands South,1
Hanworth,1
Harmans Water,1
Little Sandhurst and Wellington,1
Old Bracknell,1
Owlsmoor,1
Priestwood and Garth,1
Warfield Harvest Ride,1
Wildridings and Central,1
Winkfield and Cranbourne,1
Birch Copse,1
Calcot,1
Clay Hill,1
Cold Ash,1
Falkland,1
Greenham,1
Northcroft,1
Purley on Thames,1
St Johns,1
Speen,1
Thatcham Central,1
Thatcham North,1
Thatcham South and Crookham,1
Thatcham West,1
Theale,1
Victoria,1
Westwood,1
Abbey,1
Battle,1
Caversham,1
Church,1
Katesgrove,1
Kentwood,1
Mapledurham,1
Minster,1
Norcot,1
Park,1
Peppard,1
Redlands,1
Southcote,1
Thames,1
Tilehurst,1
Whitley,1
Baylis and Stoke,1
Britwell,1
Central,1
Chalvey,1
Cippenham Green,1
Cippenham Meadows,1
Colnbrook with Poyle,1
Farnham,1
Foxborough,1
Haymill,1
Kedermister,1
Langley St Mary's,1
Upton,1
Wexham Lea,1
Ascot and Cheapside,1
Belmont,1
Bisham and Cookham,1
Boyn Hill,1
Bray,1
Castle Without,1
Clewer East,1
Clewer North,1
Clewer South,1
Cox Green,1
Eton and Castle,1
Furze Platt,1
Horton and Wraysbury,1
Maidenhead Riverside,1
Old Windsor,1
Oldfield,1
Park,1
Pinkneys Green,1
Sunningdale,1
Sunninghill and South Ascot,1
Arborfield,1
Barkham,1
Bulmershe and Whitegates,1
Coronation,1
Emmbrook,1
Evendons,1
Finchampstead North,1
Finchampstead South,1
Hawkedon,1
Hillside,1
Loddon,1
Maiden Erlegh,1
Norreys,1
Shinfield North,1
Sonning,1
South Lake,1
Wescott,1
Winnersh,1
Wokingham Without,1
Bletchley and Fenny Stratford,1
Bradwell,1
Campbell Park,1
Danesborough,1
Denbigh,1
Eaton Manor,1
Emerson Valley,1
Furzton,1
Linford North,1
Linford South,1
Loughton Park,1
Middleton,1
Newport Pagnell North,1
Newport Pagnell South,1
Stantonbury,1
Stony Stratford,1
Walton Park,1
Whaddon,1
Wolverton,1
Woughton,1
Brunswick and Adelaide,1
Central Hove,1
East Brighton,1
Goldsmid,1
Hangleton and Knoll,1
Hanover and Elm Grove,1
Hollingdean and Stanmer,1
Moulsecoomb and Bevendean,1
North Portslade,1
Patcham,1
Preston Park,1
Queen's Park,1
Regency,1
Rottingdean Coastal,1
St. Peter's and North Laine,1
South Portslade,1
Hove Park,1
Westbourne,1
Wish,1
Withdean,1
Woodingdean,1
Baffins,1
Central Southsea,1
Charles Dickens,1
Copnor,1
Cosham,1
Drayton and Farlington,1
Eastney and Craneswater,1
Fratton,1
Hilsea,1
Milton,1
Nelson,1
Paulsgrove,1
St Jude,1
St Thomas,1
Bargate,1
Bassett,1
Bevois,1
Bitterne,1
Bitterne Park,1
Coxford,1
Freemantle,1
Harefield,1
Millbrook,1
Peartree,1
Portswood,1
Redbridge,1
Shirley,1
Sholing,1
Swaythling,1
Woolston,1
Aylesbury Central,1
Bedgrove,1
Bierton,1
Buckingham North,1
Buckingham South,1
Coldharbour,1
Elmhurst and Watermead,1
Gatehouse,1
Mandeville and Elm Farm,1
Oakfield,1
Quarrendon,1
Southcourt,1
Walton Court and Hawkslade,1
Amersham Common,1
Amersham-on-the-Hill,1
Amersham Town,1
Asheridge Vale and Lowndes,1
Austenwood,1
Central,1
Chalfont Common,1
Chesham Bois and Weedon Hill,1
Gold Hill,1
Hilltop and Townsend,1
Holmer Green,1
Little Chalfont,1
Newtown,1
Penn and Coleshill,1
Ridgeway,1
St Mary's and Waterside,1
Vale,1
Beaconsfield North,1
Beaconsfield South,1
Beaconsfield West,1
Burnham Beeches,1
Burnham Church,1
Burnham Lent Rise,1
Dorney and Burnham South,1
Farnham Royal,1
Gerrards Cross East and Denham South West,1
Gerrards Cross North,1
Gerrards Cross South,1
Stoke Poges,1
Taplow,1
Abbey,1
Booker and Cressex,1
Bourne End-cum-Hedsor,1
Bowerdean,1
Disraeli,1
Downley and Plomer Hill,1
Flackwell Heath and Little Marlow,1
Greater Hughenden,1
Greater Marlow,1
Hazlemere North,1
Hazlemere South,1
Marlow North and West,1
Marlow South East,1
Micklefield,1
Oakridge and Castlefield,1
Ryemead,1
Sands,1
Terriers and Amersham Hill,1
Totteridge,1
The Wooburns,1
Tylers Green and Loudwater,1
Abbey,1
Arbury,1
Castle,1
Cherry Hinton,1
Coleridge,1
East Chesterton,1
King's Hedges,1
Market,1
Newnham,1
Petersfield,1
Queen Edith's,1
Romsey,1
Trumpington,1
West Chesterton,1
Cheveley,1
Ely East,1
Ely North,1
Ely South,1
Ely West,1
Bassenhally,1
Birch,1
Clarkson,1
Delph,1
Elm and Christchurch,1
Hill,1
Kingsmoor,1
Kirkgate,1
Lattersey,1
March East,1
March North,1
March West,1
Medworth,1
Peckover,1
St Andrews,1
St Marys,1
Slade Lode,1
Staithe,1
The Mills,1
Waterlees,1
Wenneye,1
Huntingdon East,1
Huntingdon North,1
St Ives East,1
St Ives West,1
St Neots Eaton Socon,1
Fulbourn,1
Girton,1
Histon and Impington,1
Milton,1
Teversham,1
The Shelfords and Stapleford,1
Harrington,1
Moorclose,1
Moss Bay,1
St John's,1
St Michael's,1
Seaton,1
Barrow Island,1
Central,1
Hawcoat,1
Hindpool,1
Newbarns,1
Ormsgill,1
Parkside,1
Risedale,1
Roosecote,1
Belah,1
Belle Vue,1
Botcherby,1
Castle,1
Currock,1
Denton Holme,1
Harraby,1
Morton,1
St Aidans,1
Stanwix Urban,1
Upperby,1
Yewdale,1
Bransty,1
Harbour,1
Hensingham,1
Hillcrest,1
Kells,1
Mirehouse,1
Sandwith,1
Kendal Castle,1
Kendal Far Cross,1
Kendal Fell,1
Kendal Heron Hill,1
Kendal Highgate,1
Kendal Kirkland,1
Kendal Mintsfeet,1
Kendal Nether,1
Kendal Oxenholme and Natland,1
Kendal Parks,1
Kendal Romney,1
Kendal Stonecross,1
Kendal Strickland,1
Kendal Underley,1
Ulverston Central,1
Ulverston East,1
Ulverston North,1
Ulverston South,1
Ulverston Town,1
Ulverston West,1
Belper Central,1
Belper East,1
Belper North,1
Bolsover North West,1
Bolsover South,1
Bolsover West,1
Pleasley,1
Shirebrook East,1
Shirebrook Langwith,1
Shirebrook North West,1
Shirebrook South East,1
Shirebrook South West,1
Barrow Hill and New Whittington,1
Brimington North,1
Brimington South,1
Brockwell,1
Dunston,1
Hasland,1
Hollingwood and Inkersall,1
Holmebrook,1
Linacre,1
Loundsley Green,1
Lowgates and Woodthorpe,1
Middlecroft and Poolsbrook,1
Moor,1
Old Whittington,1
Rother,1
St Helen's,1
St Leonard's,1
Walton,1
West,1
Darley Dale,1
Matlock All Saints,1
Matlock St Giles,1
Draycott,1
Little Eaton and Breadsall,1
Ockbrook and Borrowash,1
Stanley,1
West Hallam and Dale Abbey,1
Barms,1
Burbage,1
Buxton Central,1
Corbar,1
Cote Heath,1
New Mills East,1
New Mills West,1
Stone Bench,1
Temple,1
Brampton and Walton,1
Clay Cross North,1
Clay Cross South,1
Grassmoor,1
Holmewood and Heath,1
North Wingfield Central,1
Pilsley and Morton,1
Ridgeway and Marsh Lane,1
Sutton,1
Tupton,1
Wingerworth,1
Exmouth Brixington,1
Exmouth Halsdon,1
Exmouth Littleham,1
Exmouth Town,1
Exmouth Withycombe Raleigh,1
Honiton St Paul's,1
Sidmouth Sidford,1
Sidmouth Town,1
Alphington,1
Cowick,1
Duryard,1
Exwick,1
Heavitree,1
Mincinglake,1
Newtown,1
Pennsylvania,1
Pinhoe,1
Polsloe,1
Priory,1
St David's,1
St James,1
St Leonard's,1
St Loyes,1
St Thomas,1
Topsham,1
Whipton & Barton,1
Castle,1
Cranmore,1
Lowman,1
Westexe,1
Bickington and Roundswell,1
Central Town,1
Forches and Whiddon Valley,1
Longbridge,1
Newport,1
Pilton,1
Yeo Valley,1
Bickleigh and Shaugh,1
Ivybridge Central,1
Ivybridge Filham,1
Ivybridge Woodlands,1
Marldon,1
Bradley,1
Buckland and Milber,1
Bushell,1
Dawlish Central and North East,1
Dawlish South West,1
Kingsteignton East,1
Kingsteignton West,1
Shaldon and Stokeinteignhead,1
Teignmouth Central,1
Teignmouth East,1
Teignmouth West,1
Appledore,1
Bideford East,1
Bideford North,1
Bideford South,1
Northam,1
Orchard Hill,1
Westward Ho!,1
Tavistock North,1
Tavistock South,1
Tavistock South West,1
Burton and Winkton,1
Grange,1
Highcliffe,1
Jumpers,1
Mudeford and Friars Cliff,1
North Highcliffe and Walkford,1
Portfield,1
Purewell and Stanpit,1
St Catherine's and Hurn,1
Town Centre,1
West Highcliffe,1
Ameysford,1
Colehill East,1
Colehill West,1
Corfe Mullen Central,1
Corfe Mullen North,1
Corfe Mullen South,1
Ferndown Central,1
Ferndown Links,1
Longham,1
Parley,1
Stapehill,1
Verwood Dewlands,1
Verwood Newtown,1
Verwood Stephen's Castle,1
West Moors,1
Wimborne Minster,1
Blandford Damory Down,1
Blandford Hilltop,1
Blandford Langton St Leonards,1
